ens	symbol	length	weight
8183	ENSG00000251642	AC098680.1	497	0
8184	ENSG00000248227	LINC02513	18845	0
8185	ENSG00000249534	LINC01258	102518	0
8186	ENSG00000249667	LINC01259	8289	0
8187	ENSG00000251635	LINC02278	8019	0
8188	ENSG00000231160	KLF3-AS1	62476	1
8189	ENSG00000271958	AC021860.1	1172	0
8190	ENSG00000109787	KLF3	37320	0.5
8191	ENSG00000174123	TLR10	10752	1
8192	ENSG00000174125	TLR1	66140	1
8193	ENSG00000174130	TLR6	33102	1
8194	ENSG00000197712	FAM114A1	78062	1
8195	ENSG00000121895	TMEM156	66178	1
8196	ENSG00000109790	KLHL5	81818	0.5
8197	ENSG00000249207	AC079921.1	115284	0
8198	ENSG00000249685	AC079921.2	1695	0
8199	ENSG00000157796	WDR19	103306	1
8200	ENSG00000035928	RFC1	78919	0.5
8201	ENSG00000134962	KLB	44603	1
8202	ENSG00000163682	RPL9	6428	0
8203	ENSG00000121897	LIAS	26105	0
8204	ENSG00000109814	UGDH	29556	1
8205	ENSG00000249348	UGDH-AS1	66688	0
8206	ENSG00000287262	AC021148.2	6678	1
8207	ENSG00000163683	SMIM14	92566	1
8208	ENSG00000286349	AC108471.3	4023	1
8209	ENSG00000255458	AC108471.2	27772	0
8210	ENSG00000078140	UBE2K	84683	0.5
8211	ENSG00000121892	PDS5A	155093	0.5
8212	ENSG00000078177	N4BP2	101402	1
8213	ENSG00000260296	AC095057.3	1156	1
8214	ENSG00000286089	AC095057.4	3294	1
8215	ENSG00000168421	RHOH	55914	1
8216	ENSG00000250338	AC095057.2	985	0
8217	ENSG00000249241	LINC02265	13934	0
8218	ENSG00000174343	CHRNA9	19884	1
8219	ENSG00000163694	RBM47	207608	1
8220	ENSG00000250893	AC098869.2	1466	0
8221	ENSG00000287182	AC131953.2	7238	1
8222	ENSG00000179299	NSUN7	61259	1
8223	ENSG00000163697	APBB2	406687	1
8224	ENSG00000250906	AC131953.1	13372	0
8225	ENSG00000251173	UCHL1-AS1	36653	0
8226	ENSG00000154277	UCHL1	12042	1
8227	ENSG00000064042	LIMCH1	340437	1
8228	ENSG00000287762	AC108050.1	4099	1
8229	ENSG00000249216	AC105389.2	3939	0
8230	ENSG00000109132	PHOX2B	4888	1
8231	ENSG00000250467	AC105389.3	75826	0
8232	ENSG00000249122	AC105389.1	6996	0
8233	ENSG00000245870	LINC00682	10208	0
8234	ENSG00000249771	AC108210.1	52015	0
8235	ENSG00000109133	TMEM33	25674	0.5
8236	ENSG00000182308	DCAF4L1	4709	1
8237	ENSG00000272862	AC106052.1	496	0
8238	ENSG00000014824	SLC30A9	99959	0.5
8239	ENSG00000188848	BEND4	42025	1
8240	ENSG00000285454	AC111006.1	117082	1
8241	ENSG00000250781	AC024022.1	109821	0
8242	ENSG00000178343	SHISA3	4999	1
8243	ENSG00000124406	ATP8A1	248732	1
8244	ENSG00000260519	AC096734.2	432	0
8245	ENSG00000251517	AC096734.1	1228	0
8246	ENSG00000215203	GRXCR1	137391	1
8247	ENSG00000248939	AC111198.1	101089	0
8248	ENSG00000250657	AC097451.1	4725	1
8249	ENSG00000248143	LINC02383	35016	0
8250	ENSG00000286891	AC080132.1	209050	1
8251	ENSG00000250863	AC114757.1	52595	0
8252	ENSG00000251350	LINC02475	5363	0
8253	ENSG00000183783	KCTD8	274906	1
8254	ENSG00000177752	YIPF7	56491	1
8255	ENSG00000151806	GUF1	22508	0
8256	ENSG00000163281	GNPDA2	44388	1
8257	ENSG00000273369	AC096586.2	440	0
8258	ENSG00000272936	AC096586.1	560	0
8259	ENSG00000248744	AC108467.1	42112	0
8260	ENSG00000163285	GABRG1	88285	1
8261	ENSG00000260878	AC104072.1	667	1
8262	ENSG00000151834	GABRA2	226803	1
8263	ENSG00000249330	AC095060.1	119939	0
8264	ENSG00000170516	COX7B2	174418	1
8265	ENSG00000109158	GABRA4	74681	1
8266	ENSG00000163288	GABRB1	432724	1
8267	ENSG00000260918	AC107398.3	6999	1
8268	ENSG00000169019	COMMD8	12915	1
8269	ENSG00000282904	AC107398.4	6887	1
8270	ENSG00000286294	AC107398.5	4209	1
8271	ENSG00000145246	ATP10D	108211	0
8272	ENSG00000248254	AC107398.2	3528	0
8273	ENSG00000145244	CORIN	244107	1
8274	ENSG00000282917	AC107068.2	66635	0
8275	ENSG00000259959	AC107068.1	4217	0
8276	ENSG00000170448	NFXL1	67434	0
8277	ENSG00000163293	NIPAL1	126031	1
8278	ENSG00000198515	CNGA1	80695	1
8279	ENSG00000074966	TXK	67857	1
8280	ENSG00000135605	TEC	134055	1
8281	ENSG00000109171	SLAIN2	84672	1
8282	ENSG00000145248	SLC10A4	6183	1
8283	ENSG00000182223	ZAR1	4137	1
8284	ENSG00000075539	FRYL	282961	1
8285	ENSG00000109180	OCIAD1	56605	0
8286	ENSG00000248256	OCIAD1-AS1	8195	0
8287	ENSG00000145247	OCIAD2	21918	1
8288	ENSG00000109182	CWH43	75806	1
8289	ENSG00000109184	DCUN1D4	73837	0.5
8290	ENSG00000272576	AC027271.1	609	0
8291	ENSG00000188993	LRRC66	23918	1
8292	ENSG00000163069	SGCB	17776	1
8293	ENSG00000251040	LINC02480	2149	0
8294	ENSG00000163071	SPATA18	45995	1
8295	ENSG00000287999	AC097522.2	298754	1
8296	ENSG00000109189	USP46	68341	1
8297	ENSG00000248866	USP46-AS1	2262	0
8298	ENSG00000260120	AC104066.3	12390	0
8299	ENSG00000250302	LINC01618	154427	0
8300	ENSG00000226950	DANCR	7947	1
8301	ENSG00000286161	AC104066.4	9664	1
8302	ENSG00000226887	ERVMER34-1	28968	1
8303	ENSG00000128045	RASL11B	4518	1
8304	ENSG00000184178	SCFD2	493084	0.5
8305	ENSG00000248115	AC023154.1	12438	0
8306	ENSG00000145216	FIP1L1	83221	0.5
8307	ENSG00000072201	LNX1	242104	1
8308	ENSG00000250930	LNX1-AS1	53178	0
8309	ENSG00000248494	LNX1-AS2	11091	1
8310	ENSG00000249341	AC124017.1	77948	1
8311	ENSG00000249706	AC105384.1	16964	1
8312	ENSG00000272650	AC110792.3	297	0
8313	ENSG00000109220	CHIC2	54816	1
8314	ENSG00000269506	AC110792.2	1613	0
8315	ENSG00000287534	AC110792.4	13215	1
8316	ENSG00000180613	GSX2	2975	1
8317	ENSG00000134853	PDGFRA	68965	1
8318	ENSG00000248184	LINC02283	23062	0
8319	ENSG00000248518	AC098587.1	750	0
8320	ENSG00000251264	AC098868.1	6221	0
8321	ENSG00000250456	LINC02260	3920	0
8322	ENSG00000157404	KIT	82797	1
8323	ENSG00000249727	AC097494.1	9429	0
8324	ENSG00000251256	LINC02358	13673	0
8325	ENSG00000248317	AC111194.1	14206	0
8326	ENSG00000250646	AC111194.2	39474	0
8327	ENSG00000128052	KDR	47114	1
8328	ENSG00000287060	AC021220.2	4003	1
8329	ENSG00000128039	SRD5A3	26858	0.5
8330	ENSG00000249700	SRD5A3-AS1	31876	1
8331	ENSG00000273257	AC069200.1	322	0
8332	ENSG00000134851	TMEM165	57440	1
8333	ENSG00000134852	CLOCK	119006	0.5
8334	ENSG00000272969	AC024243.1	777	0
8335	ENSG00000163440	PDCL2	35726	1
8336	ENSG00000109255	NMU	41469	1
8337	ENSG00000250821	EXOC1L	17668	0
8338	ENSG00000090989	EXOC1	51438	0.5
8339	ENSG00000286599	AC110611.1	13434	1
8340	ENSG00000287382	AC110611.2	9843	1
8341	ENSG00000174799	CEP135	84490	1
8342	ENSG00000109265	KIAA1211	279552	1
8343	ENSG00000286093	AC022267.1	8272	1
8344	ENSG00000157426	AASDH	49221	1
8345	ENSG00000269921	AC068620.1	528	0
8346	ENSG00000128059	PPAT	42253	1
8347	ENSG00000270147	AC068620.2	559	0
8348	ENSG00000128050	PAICS	28838	0.5
8349	ENSG00000174780	SRP72	36064	0.5
8350	ENSG00000196503	ARL9	20272	1
8351	ENSG00000249693	THEGL	72901	1
8352	ENSG00000171476	HOPX	33911	1
8353	ENSG00000128040	SPINK2	11882	1
8354	ENSG00000084093	REST	58802	0.5
8355	ENSG00000269949	AC069307.1	446	0
8356	ENSG00000084092	NOA1	14256	0.5
8357	ENSG00000047315	POLR2B	53436	0.5
8358	ENSG00000163453	IGFBP7	79612	1
8359	ENSG00000245067	IGFBP7-AS1	97697	0
8360	ENSG00000287369	AC111197.1	853	1
8361	ENSG00000250192	AC105390.1	1875	0
8362	ENSG00000248505	LINC02380	53846	0
8363	ENSG00000251459	AC013724.1	5036	0
8364	ENSG00000251049	AC107396.1	9932	0
8365	ENSG00000250333	AC093725.2	53106	0
8366	ENSG00000249831	AC093725.1	4620	0
8367	ENSG00000285998	AC104790.1	13550	1
8368	ENSG00000250340	LINC02494	11813	0
8369	ENSG00000250078	AC019133.1	3052	0
8370	ENSG00000251339	AC017091.1	203568	0
8371	ENSG00000249382	LINC02619	48894	1
8372	ENSG00000251266	LINC02429	62744	0
8373	ENSG00000250375	AC097501.1	28236	0
8374	ENSG00000286097	AC108517.2	29490	1
8375	ENSG00000249111	AC108517.1	23312	0
8376	ENSG00000249392	AC096588.1	79182	0
8377	ENSG00000249892	AC093857.1	24298	0
8378	ENSG00000287174	AC092596.1	17266	1
8379	ENSG00000249066	LINC02496	45528	0
8380	ENSG00000240152	LINC02271	10306	0
8381	ENSG00000150471	ADGRL3	877077	1
8382	ENSG00000205682	AC020741.1	7975	0
8383	ENSG00000248692	ADGRL3-AS1	93802	0
8384	ENSG00000251055	AC097491.1	15570	0
8385	ENSG00000250775	AC093730.1	64250	0
8386	ENSG00000205678	TECRL	134211	1
8387	ENSG00000286664	AC104689.2	47555	1
8388	ENSG00000250125	LINC02232	110204	0
8389	ENSG00000285711	LINC02835	15947	1
8390	ENSG00000145242	EPHA5	350932	1
8391	ENSG00000250846	EPHA5-AS1	28068	0
8392	ENSG00000248479	AC104137.1	3351	0
8393	ENSG00000251527	AC097110.1	1443	0
8394	ENSG00000249413	AC116049.2	151166	0
8395	ENSG00000272304	AC096721.1	13511	0
8396	ENSG00000287383	AC110809.1	159599	1
8397	ENSG00000250075	AC104806.2	50946	0
8398	ENSG00000145241	CENPC	76741	1
8399	ENSG00000035720	STAP1	48610	1
8400	ENSG00000033178	UBA6	88503	1
8401	ENSG00000248049	UBA6-AS1	379743	0
8402	ENSG00000109163	GNRHR	15032	1
8403	ENSG00000153802	TMPRSS11D	63126	1
8404	ENSG00000187054	TMPRSS11A	54755	1
8405	ENSG00000198092	TMPRSS11F	76671	1
8406	ENSG00000185873	TMPRSS11B	19041	1
8407	ENSG00000083896	YTHDC1	39702	0.5
8408	ENSG00000087128	TMPRSS11E	50141	1
8409	ENSG00000197888	UGT2B17	31343	1
8410	ENSG00000196620	UGT2B15	24055	1
8411	ENSG00000109181	UGT2B10	16029	1
8412	ENSG00000272626	AC021146.12	5975	0
8413	ENSG00000135220	UGT2A3	23341	1
8414	ENSG00000171234	UGT2B7	61624	1
8415	ENSG00000250696	AC111000.4	34666	0
8416	ENSG00000213759	UGT2B11	14797	1
8417	ENSG00000135226	UGT2B28	14575	1
8418	ENSG00000156096	UGT2B4	45849	1
8419	ENSG00000173610	UGT2A1	64832	1
8420	ENSG00000271271	UGT2A2	50333	0
8421	ENSG00000173597	SULT1B1	66794	1
8422	ENSG00000109193	SULT1E1	18933	1
8423	ENSG00000126545	CSN1S1	15506	1
8424	ENSG00000135222	CSN2	5751	1
8425	ENSG00000126549	STATH	6639	1
8426	ENSG00000205649	HTN3	8125	1
8427	ENSG00000126550	HTN1	8410	1
8428	ENSG00000187533	PRR27	43183	1
8429	ENSG00000109205	ODAM	8080	1
8430	ENSG00000181617	FDCSP	9128	1
8431	ENSG00000171209	CSN3	8840	1
8432	ENSG00000145309	CABS1	2135	1
8433	ENSG00000109208	SMR3A	6398	1
8434	ENSG00000171201	SMR3B	20151	1
8435	ENSG00000171199	OPRPN	12264	1
8436	ENSG00000171195	MUC7	52505	1
8437	ENSG00000187689	AMTN	14174	1
8438	ENSG00000178522	AMBN	15032	1
8439	ENSG00000132464	ENAM	18080	1
8440	ENSG00000286848	AC009570.2	49071	1
8441	ENSG00000132465	JCHAIN	26276	1
8442	ENSG00000132467	UTP3	2019	0.5
8443	ENSG00000272986	AC009570.1	744	0
8444	ENSG00000018189	RUFY3	104415	1
8445	ENSG00000132463	GRSF1	24114	0
8446	ENSG00000173542	MOB1B	120123	1
8447	ENSG00000156136	DCK	38376	1
8448	ENSG00000080493	SLC4A4	509420	1
8449	ENSG00000145321	GC	62345	1
8450	ENSG00000248567	AC068721.1	2675	0
8451	ENSG00000056291	NPFFR2	116263	1
8452	ENSG00000156140	ADAMTS3	288252	1
8453	ENSG00000250877	AC095056.1	7723	0
8454	ENSG00000163626	COX18	17393	0
8455	ENSG00000132466	ANKRD17	185422	0.5
8456	ENSG00000250220	AC053527.2	58744	0
8457	ENSG00000163631	ALB	24368	1
8458	ENSG00000081051	AFP	25036	1
8459	ENSG00000079557	AFM	22256	1
8460	ENSG00000250436	LINC02499	25325	0
8461	ENSG00000169435	RASSF6	49081	1
8462	ENSG00000228277	UMLILO	4225	0
8463	ENSG00000169429	CXCL8	3175	1
8464	ENSG00000124875	CXCL6	12424	1
8465	ENSG00000109272	PF4V1	1187	1
8466	ENSG00000163739	CXCL1	1915	1
8467	ENSG00000163737	PF4	1216	1
8468	ENSG00000163736	PPBP	1751	1
8469	ENSG00000163735	CXCL5	3035	1
8470	ENSG00000287037	AC097709.1	9749	1
8471	ENSG00000163734	CXCL3	2218	1
8472	ENSG00000288019	AC093677.3	2440	1
8473	ENSG00000081041	CXCL2	2156	1
8474	ENSG00000163738	MTHFD2L	188925	0
8475	ENSG00000269559	AC093677.2	1862	0
8476	ENSG00000182585	EPGN	8319	1
8477	ENSG00000124882	EREG	23604	1
8478	ENSG00000250532	AC021180.1	21540	0
8479	ENSG00000109321	AREG	9869	1
8480	ENSG00000249942	AC239584.1	36897	0
8481	ENSG00000174808	BTC	49764	1
8482	ENSG00000287375	AC098825.1	1760	1
8483	ENSG00000169116	PARM1	117020	1
8484	ENSG00000249717	AC110760.2	14388	0
8485	ENSG00000248165	AC110760.1	40947	0
8486	ENSG00000260265	LINC02562	3015	0
8487	ENSG00000251185	AC025244.1	92114	0
8488	ENSG00000251454	AC025244.2	17745	0
8489	ENSG00000251383	LINC02483	8490	0
8490	ENSG00000248646	AC096759.1	73242	0
8491	ENSG00000250735	AC096759.2	21828	0
8492	ENSG00000163743	RCHY1	35727	0.5
8493	ENSG00000174796	THAP6	36527	1
8494	ENSG00000174792	ODAPH	9837	1
8495	ENSG00000138769	CDKL2	54220	1
8496	ENSG00000138757	G3BP2	81743	1
8497	ENSG00000138768	USO1	89693	1
8498	ENSG00000229717	AC110615.1	15423	0
8499	ENSG00000156194	PPEF2	42707	1
8500	ENSG00000138744	NAAA	27353	1
8501	ENSG00000198301	SDAD1	50012	0.5
8502	ENSG00000245928	AC112719.2	25152	0
8503	ENSG00000138755	CXCL9	6234	1
8504	ENSG00000156219	ART3	101618	1
8505	ENSG00000169245	CXCL10	2379	1
8506	ENSG00000169248	CXCL11	7733	1
8507	ENSG00000138750	NUP54	33785	0.5
8508	ENSG00000286074	AC110795.1	52105	1
8509	ENSG00000138760	SCARB2	75799	0.5
8510	ENSG00000189157	FAM47E	69743	1
8511	ENSG00000287401	AC034139.1	71358	1
8512	ENSG00000118804	STBD1	5573	1
8513	ENSG00000163749	CCDC158	108871	1
8514	ENSG00000138771	SHROOM3	348024	1
8515	ENSG00000233860	AC107072.2	93573	0
8516	ENSG00000224218	AC107072.1	43410	0
8517	ENSG00000186212	SOWAHB	3992	1
8518	ENSG00000138758	SEPTIN11	90681	1
8519	ENSG00000118816	CCNI	28834	1
8520	ENSG00000138764	CCNG2	276181	1
8521	ENSG00000249036	AC092674.1	99795	0
8522	ENSG00000156234	CXCL13	100081	1
8523	ENSG00000138767	CNOT6L	106228	1
8524	ENSG00000169288	MRPL1	89955	0
8525	ENSG00000138759	FRAS1	486946	1
8526	ENSG00000138772	ANXA3	58704	1
8527	ENSG00000251442	LINC01094	44405	0
8528	ENSG00000287632	AC112253.1	21981	1
8529	ENSG00000260278	AC098818.2	2319	0
8530	ENSG00000138756	BMP2K	140030	1
8531	ENSG00000163291	PAQR3	52311	1
8532	ENSG00000249307	LINC01088	370188	0
8533	ENSG00000156269	NAA11	100367	1
8534	ENSG00000196475	GK2	1867	0
8535	ENSG00000250334	LINC00989	131677	0
8536	ENSG00000251399	AC092542.1	631	0
8537	ENSG00000248408	LINC02469	33076	0
8538	ENSG00000251321	PCAT4	50299	0
8539	ENSG00000163297	ANTXR2	224308	1
8540	ENSG00000248719	AC021127.1	14773	0
8541	ENSG00000152784	PRDM8	20450	1
8542	ENSG00000138675	FGF5	70081	1
8543	ENSG00000197826	CFAP299	628036	1
8544	ENSG00000152785	BMP3	26924	1
8545	ENSG00000138669	PRKG2	127747	1
8546	ENSG00000251059	AC139722.1	28473	0
8547	ENSG00000138670	RASGEF1B	617851	1
8548	ENSG00000273156	AC124016.2	1966	0
8549	ENSG00000138668	HNRNPD	22005	0.5
8550	ENSG00000272677	AC124016.1	9726	0
8551	ENSG00000152795	HNRNPDL	7844	1
8552	ENSG00000145293	ENOPH1	30587	0.5
8553	ENSG00000249242	TMEM150C	79187	1
8554	ENSG00000231782	LINC00575	10636	0
8555	ENSG00000286490	AC067942.4	3391	1
8556	ENSG00000145284	SCD5	169257	1
8557	ENSG00000138674	SEC31A	82657	0.5
8558	ENSG00000251022	THAP9-AS1	7951	0
8559	ENSG00000168152	THAP9	19285	1
8560	ENSG00000189308	LIN54	102953	0.5
8561	ENSG00000138663	COPS4	41371	0.5
8562	ENSG00000286035	AC073840.1	9643	1
8563	ENSG00000145287	PLAC8	47027	1
8564	ENSG00000250057	AC114781.2	13701	0
8565	ENSG00000173085	COQ2	23378	0
8566	ENSG00000173083	HPSE	42692	1
8567	ENSG00000163312	HELQ	48512	1
8568	ENSG00000163319	MRPS18C	13803	0
8569	ENSG00000163322	ABRAXAS1	63831	1
8570	ENSG00000138678	GPAT3	69961	1
8571	ENSG00000249171	AC021192.1	63245	0
8572	ENSG00000250546	AC079160.1	502753	1
8573	ENSG00000248749	AC104063.1	8796	0
8574	ENSG00000163623	NKX6-1	6463	1
8575	ENSG00000163624	CDS1	68207	1
8576	ENSG00000163625	WDFY3	296781	1
8577	ENSG00000251260	WDFY3-AS1	13789	0
8578	ENSG00000180769	WDFY3-AS2	45743	1
8579	ENSG00000286189	AC108021.1	550	1
8580	ENSG00000138639	ARHGAP24	527518	1
8581	ENSG00000109339	MAPK10	604618	1
8582	ENSG00000250062	AC104827.1	102014	0
8583	ENSG00000163629	PTPN13	220856	1
8584	ENSG00000145283	SLC10A6	25916	1
8585	ENSG00000163633	C4orf36	16217	1
8586	ENSG00000284968	AC093827.4	11572	1
8587	ENSG00000172493	AFF1	206052	1
8588	ENSG00000145332	KLHL8	80211	0.5
8589	ENSG00000250572	AC108516.1	4891	0
8590	ENSG00000170509	HSD17B13	19097	1
8591	ENSG00000198189	HSD17B11	54673	1
8592	ENSG00000170502	NUDT9	36882	0.5
8593	ENSG00000272856	AC112250.2	1473	0
8594	ENSG00000152583	SPARCL1	57726	1
8595	ENSG00000249001	AC093895.1	165921	0
8596	ENSG00000152591	DSPP	8344	1
8597	ENSG00000152592	DMP1	14081	1
8598	ENSG00000029559	IBSP	12881	1
8599	ENSG00000152595	MEPE	25406	1
8600	ENSG00000286618	AC131944.1	34092	1
8601	ENSG00000118785	SPP1	7776	1
8602	ENSG00000118762	PKD2	70142	1
8603	ENSG00000118777	ABCG2	141478	1
8604	ENSG00000163644	PPM1K	27149	0
8605	ENSG00000246375	PPM1K-DT	46914	0
8606	ENSG00000287181	AC107067.2	6201	1
8607	ENSG00000286978	AC107067.1	2359	1
8608	ENSG00000138642	HERC6	64372	1
8609	ENSG00000138646	HERC5	49044	1
8610	ENSG00000145337	PYURF	2778	0.5
8611	ENSG00000255072	PIGY	216	0
8612	ENSG00000285122	PIGY-DT	1157	1
8613	ENSG00000138641	HERC3	116107	1
8614	ENSG00000177432	NAP1L5	1916	1
8615	ENSG00000248019	FAM13A-AS1	20805	0
8616	ENSG00000138640	FAM13A	385443	1
8617	ENSG00000180346	TIGD2	3399	1
8618	ENSG00000270720	AC104785.1	587	0
8619	ENSG00000185477	GPRIN3	71417	1
8620	ENSG00000251095	AC093866.1	315792	0
8621	ENSG00000145335	SNCA	114216	1
8622	ENSG00000274238	AC097478.1	513	0
8623	ENSG00000277695	AC097478.3	8051	0
8624	ENSG00000276542	AC097478.2	871	0
8625	ENSG00000247775	SNCA-AS1	5570	0
8626	ENSG00000138722	MMRN1	75097	1
8627	ENSG00000287239	AC105445.1	4186	1
8628	ENSG00000184305	CCSER1	1474378	1
8629	ENSG00000248984	AC004054.1	4767	0
8630	ENSG00000249049	AC074124.1	6272	0
8631	ENSG00000249052	AC093810.1	16449	0
8632	ENSG00000287392	AC097520.2	82081	1
8633	ENSG00000249152	LNCPRESS2	8308	0
8634	ENSG00000248511	AC112695.1	6927	0
8635	ENSG00000152208	GRID2	1506191	1
8636	ENSG00000248627	AC095059.1	5157	0
8637	ENSG00000250908	AC110800.1	1163	0
8638	ENSG00000172238	ATOH1	2213	1
8639	ENSG00000246541	AC096746.1	89764	0
8640	ENSG00000163104	SMARCAD1	83681	1
8641	ENSG00000163106	HPGDS	44341	1
8642	ENSG00000287552	AC109925.2	27555	1
8643	ENSG00000163110	PDLIM5	216370	0.5
8644	ENSG00000249951	AC108067.1	27325	0
8645	ENSG00000249599	BMPR1B-DT	14013	0
8646	ENSG00000138696	BMPR1B	400493	1
8647	ENSG00000182168	UNC5C	386702	1
8648	ENSG00000271474	AC106881.1	3328	0
8649	ENSG00000163114	PDHA2	1371	0
8650	ENSG00000248510	LINC02267	508163	0
8651	ENSG00000287841	AC096585.1	15905	1
8652	ENSG00000253170	AC108515.1	14358	0
8653	ENSG00000163116	STPG2	959383	1
8654	ENSG00000254044	AC034154.1	299188	1
8655	ENSG00000251620	STPG2-AS1	125218	0
8656	ENSG00000214559	AC019077.1	9942	0
8657	ENSG00000138698	RAP1GDS1	182477	1
8658	ENSG00000168785	TSPAN5	188244	1
8659	ENSG00000251523	AC108159.1	13571	0
8660	ENSG00000260641	AC114811.2	5646	0
8661	ENSG00000151247	EIF4E	58953	1
8662	ENSG00000263923	AC019131.1	66097	0
8663	ENSG00000287512	AC019131.3	3707	1
8664	ENSG00000164024	METAP1	67150	0.5
8665	ENSG00000272777	AC019131.2	869	0
8666	ENSG00000197894	ADH5	17823	0.5
8667	ENSG00000246090	AP002026.1	212551	0
8668	ENSG00000198099	ADH4	34135	1
8669	ENSG00000172955	ADH6	16899	1
8670	ENSG00000187758	ADH1A	14634	1
8671	ENSG00000196616	ADH1B	47789	1
8672	ENSG00000248144	ADH1C	16249	1
8673	ENSG00000196344	ADH7	23476	1
8674	ENSG00000138813	C4orf17	31291	1
8675	ENSG00000145331	TRMT10A	17330	1
8676	ENSG00000138823	MTTP	60238	1
8677	ENSG00000248676	AC083902.1	31114	0
8678	ENSG00000248713	C4orf54	18119	0
8679	ENSG00000070190	DAPP1	53363	1
8680	ENSG00000109270	LAMTOR3	16092	0.5
8681	ENSG00000164031	DNAJB14	50370	0
8682	ENSG00000164032	H2AFZ	2269	0.5
8683	ENSG00000245322	AC097460.1	245093	0
8684	ENSG00000145358	DDIT4L	4912	1
8685	ENSG00000249710	AP001961.1	25472	0
8686	ENSG00000164035	EMCN	484785	1
8687	ENSG00000286150	AC097459.1	52806	1
8688	ENSG00000250223	LINC01216	14834	1
8689	ENSG00000251219	LINC01217	12844	1
8690	ENSG00000251636	LINC01218	2025	1
8691	ENSG00000138814	PPP3CA	324869	1
8692	ENSG00000254531	AP001816.1	1103	0
8693	ENSG00000153064	BANK1	663526	1
8694	ENSG00000286124	AC084277.1	9028	1
8695	ENSG00000251309	AP002075.1	60009	0
8696	ENSG00000138821	SLC39A8	180217	1
8697	ENSG00000248161	AC098487.1	31408	0
8698	ENSG00000260651	AF213884.3	478	0
8699	ENSG00000109320	NFKB1	115971	1
8700	ENSG00000109323	MANBA	130224	1
8701	ENSG00000109332	UBE2D3	74513	0.5
8702	ENSG00000286242	AC018797.3	5629	1
8703	ENSG00000246560	UBE2D3-AS1	16020	0
8704	ENSG00000145354	CISD2	23833	0.5
8705	ENSG00000164037	SLC9B1	134671	1
8706	ENSG00000164038	SLC9B2	65961	1
8707	ENSG00000164039	BDH2	22278	1
8708	ENSG00000138778	CENPE	93096	1
8709	ENSG00000248740	LINC02428	198845	0
8710	ENSG00000251577	AC105460.2	75789	0
8711	ENSG00000250920	AC105460.1	8691	0
8712	ENSG00000169836	TACR3	133954	1
8713	ENSG00000286291	AC004047.1	6546	1
8714	ENSG00000249614	LINC02503	75927	0
8715	ENSG00000251170	AC004052.1	180655	0
8716	ENSG00000168772	CXXC4	26593	1
8717	ENSG00000245384	CXXC4-AS1	243697	0
8718	ENSG00000250670	AC004063.1	11917	0
8719	ENSG00000248242	AC004053.1	312919	0
8720	ENSG00000248373	AC096577.1	219875	0
8721	ENSG00000251259	AC004069.1	3339	0
8722	ENSG00000168769	TET2	133941	1
8723	ENSG00000251586	TET2-AS1	6709	0
8724	ENSG00000138777	PPA2	104990	0
8725	ENSG00000250522	AC004066.2	12165	0
8726	ENSG00000236699	ARHGEF38	155473	1
8727	ENSG00000249885	ARHGEF38-IT1	8647	1
8728	ENSG00000138785	INTS12	213359	0.5
8729	ENSG00000138780	GSTCD	138950	1
8730	ENSG00000251175	AC008243.1	80927	0
8731	ENSG00000168743	NPNT	109252	1
8732	ENSG00000250740	AC109361.2	5662	0
8733	ENSG00000249635	AC109361.1	19161	0
8734	ENSG00000145348	TBCK	279896	1
8735	ENSG00000164022	AIMP1	33912	0.5
8736	ENSG00000250298	GIMD1	11340	1
8737	ENSG00000249613	LINC02173	19960	0
8738	ENSG00000286147	AC092445.1	413239	1
8739	ENSG00000155011	DKK2	362004	1
8740	ENSG00000251081	AC104663.1	43170	0
8741	ENSG00000138801	PAPSS1	129958	1
8742	ENSG00000164023	SGMS2	90484	1
8743	ENSG00000245293	AC096564.1	126206	0
8744	ENSG00000155016	CYP2U1	21912	0.5
8745	ENSG00000249604	AC096564.2	5224	0
8746	ENSG00000138796	HADH	45461	0
8747	ENSG00000138795	LEF1	121411	1
8748	ENSG00000232021	LEF1-AS1	90512	1
8749	ENSG00000234492	RPL34-AS1	82270	0
8750	ENSG00000109475	RPL34	9846	0
8751	ENSG00000198856	OSTC	17235	1
8752	ENSG00000286136	AC107071.1	8925	1
8753	ENSG00000164089	ETNPPL	21006	1
8754	ENSG00000188517	COL25A1	494027	1
8755	ENSG00000246774	ZCCHC23	13100	0
8756	ENSG00000247950	SEC24B-AS1	86342	0
8757	ENSG00000138802	SEC24B	107124	0.5
8758	ENSG00000005059	MCUB	128510	1
8759	ENSG00000138794	CASP6	14961	1
8760	ENSG00000273447	AC004067.1	699	0
8761	ENSG00000123739	PLA2G12A	20081	0.5
8762	ENSG00000205403	CFI	61485	1
8763	ENSG00000272795	AC126283.1	363	0
8764	ENSG00000109534	GAR1	9230	1
8765	ENSG00000180245	RRH	21151	1
8766	ENSG00000183423	LRIT3	24208	1
8767	ENSG00000138798	EGF	100883	1
8768	ENSG00000170522	ELOVL6	153353	1
8769	ENSG00000138792	ENPEP	199552	1
8770	ENSG00000250511	AC098798.1	7017	0
8771	ENSG00000250103	PANCR	19945	0
8772	ENSG00000164093	PITX2	24700	1
8773	ENSG00000249519	LINC01438	2941	0
8774	ENSG00000248656	AC083795.2	16790	0
8775	ENSG00000250855	AC139718.2	37085	0
8776	ENSG00000248432	AC139718.1	5276	0
